ImageId,0,1,2,3,4,5,6,7,8,9,Label
35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5089204765326485e-33,0.0,2
37,0.0,0.0,0.0,0.0,0.0,1.0,2.0549309716797925e-36,0.0,0.0,0.0,5
38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
41,0.0,0.0,6.212635154861493e-35,0.0,0.0,0.0,0.0,1.0,0.0,1.266391097191712e-31,7
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.089516338531018e-32,0.0,1.0,9
45,0.0,5.462917894242704e-37,2.5393739773203318e-33,5.9005750469832265e-25,0.0,5.181466556812217e-15,9.465693203217218e-13,0.0,1.0,5.490872117047827e-37,8
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
47,0.0,0.0,7.0587618753821725e-37,2.1120541934133844e-31,0.0,0.0,0.0,0.0,1.0,0.0,8
48,0.0,0.0,1.0,6.112917762451372e-33,0.0,0.0,0.0,0.0,1.4842643906886548e-32,0.0,2
49,0.0,0.0,0.0,0.0,0.0,8.994838573904553e-31,1.0,0.0,0.0,0.0,6
50,5.490695321377328e-32,3.6237842948594334e-08,1.411087528123245e-21,1.2092822446542101e-26,2.8263814442222807e-15,7.974573236424476e-06,1.1756014677450062e-32,0.9999920129776001,9.252274510776481e-13,3.462023574642622e-19,7
51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
52,0.0,0.0,4.509683057883932e-35,1.226529731107023e-31,0.0,9.627528310102437e-28,2.0539612534121973e-34,0.0,1.0,0.0,8
53,0.0,2.4657432525449018e-36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
55,0.0,0.0,6.992837961767982e-35,6.366378221717659e-33,0.0,4.6692945225961755e-30,6.418968995234827e-36,0.0,1.0,1.688102798854294e-30,8
56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,2.4644901358761877e-23,2.2190568234132656e-35,1.0,3.007162508249574e-17,0.0,4.488156297428249e-30,2.7505345428565128e-37,9.936564931797598e-25,3.625756717974028e-15,1.9791234515238709e-25,2
59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
60,0.9999978542327881,9.726448501685037e-26,2.647235759913515e-23,1.281084599958079e-19,7.256588932761882e-35,2.1478385860973503e-06,1.4345768806582724e-19,5.069338429048807e-27,3.114529393706099e-18,7.531604192308888e-14,0
61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.750080739418536e-24,0.0,8.43459113417765e-19,4
62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,1.0,1.8296867553864747e-38,0.0,0.0,0.0,0.0,9.604125372383215e-28,0.0,0.0,1
68,0.0,0.0,0.0,0.0,4.404432300978502e-25,0.0,0.0,2.136980955198754e-33,0.0,1.0,9
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33397900594439e-38,0
70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
72,0.0,0.0,0.0,1.6164904237538768e-33,0.0,1.0,0.0,0.0,9.502774822697995e-36,0.0,5
73,0.0,0.0,0.0,0.0,0.0,4.6917008408711776e-38,0.0,0.0,1.0,0.0,8
74,0.0,0.0,2.0698406438472458e-35,2.8815460841296943e-37,0.0,0.0,1.743033842768679e-35,0.0,1.0,0.0,8
75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6521138167897447e-31,3.72193625195399e-36,0.0,2
76,1.8579793684531256e-34,3.3125524845720128e-31,4.441831450232614e-21,5.267740483351215e-31,0.0,1.1734650105732453e-24,1.2192722430909784e-29,0.0,1.0,6.840354911898238e-31,8
77,0.0,0.0,4.0503189667380014e-38,0.9899380207061768,0.0,3.575903442427964e-18,0.0,9.388402169960989e-30,8.064017204866668e-26,0.010061939246952534,3
78,0.0,0.0,0.0,0.0,1.7187362824471182e-27,0.0,0.0,4.6244033910602615e-26,0.0,1.0,9
79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
80,0.0,0.0,1.7741335030636945e-35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
81,0.0,0.0,0.0,1.841745349061529e-38,0.0,1.0,0.0,0.0,0.0,0.0,5
82,1.1008720332706415e-26,2.856117976474077e-20,4.354772862316673e-37,1.669580040623144e-26,0.9999969005584717,1.7651627015382683e-28,6.512972958411054e-21,1.780498830512324e-15,3.4389621754097227e-29,3.0538094506482594e-06,4
83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
84,1.0,0.0,5.260226081855254e-25,0.0,8.232332534147621e-32,0.0,0.0,5.422473057445975e-37,6.954227922436072e-23,3.575525617178649e-31,0
85,0.0,0.0,6.281566994865714e-38,9.628694280127831e-30,1.0395488699600715e-32,0.0,0.0,5.067332934123593e-29,1.2785648503682276e-24,1.0,9
86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.012861429526336e-23,4
88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6023449018182122e-26,3.230067090885653e-33,0.0,3
89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.3271290055515387e-16,4
97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
98,0.0,0.0,0.0,0.0,6.52232042245033e-20,0.0,0.0,1.604310525024679e-23,1.540878827944803e-17,1.0,9
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1745870636047025e-31,0.0,2.5778740477949155e-21,4
101,1.0,0.0,6.686691939370047e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,1.0560702698648727e-36,3.522881061765738e-19,9.471292058188883e-28,2.769128262447084e-21,9.509878004104259e-22,3.798446653938461e-20,0.0,1.3095363289440302e-36,3.475884048180706e-24,1.0,9
103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4723913352529358e-35,0.0,2
104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0140100277262246e-30,0.0,2.645044910163986e-20,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
106,0.0,0.0,5.10869787470181e-35,1.0,0.0,2.356884163871409e-25,0.0,0.0,5.170876737501528e-25,0.0,3
107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
110,0.0,0.0,1.633486575169929e-11,8.160723213889918e-18,3.6979902647005236e-13,5.1565908362865243e-26,3.1150504376451592e-30,0.0,0.9966331124305725,0.003366882912814617,8
111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
113,0.0,1.8150819463498036e-37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5383919459216033e-36,4
114,0.0,5.563207592191782e-38,3.2298838660296816e-17,1.3346574625659198e-35,0.0,0.0,0.0,1.0,0.0,6.30574712854284e-37,7
115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
116,0.0,0.0,1.7575639160537393e-26,2.227287669525623e-31,0.0,0.0,0.0,1.0,0.0,0.0,7
117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,1.0,0.0,7.428628776971011e-21,0.0,0.0,1.117284399774672e-22,0.0,3
120,0.0,0.0,0.0,1.0,0.0,6.430761103420401e-35,0.0,0.0,1.3723522316203363e-34,0.0,3
121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0459131433122172e-32,6.425853230009461e-21,7
129,0.0,8.639153960321208e-35,0.0,0.0,0.0,5.41952015970453e-28,0.0,1.0638007960139343e-29,1.0,0.0,8
130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.544462631888615e-32,4
131,0.0,0.0,0.0,1.0,0.0,3.099328150009717e-34,0.0,0.0,0.0,0.0,3
132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2007112841310984e-36,0.0,5
133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3893952746494563e-38,0.0,0
137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
139,5.460100087060003e-34,2.152773951390792e-34,4.726001573786058e-29,0.9999440908432007,0.0,5.590219370787963e-05,0.0,6.910613624254776e-35,1.9944689487346147e-22,4.11952631037275e-23,3
140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
141,0.0,0.0,0.0,0.0,1.0,7.681712663632753e-35,0.0,0.0,0.0,0.0,4
142,0.0,0.0,0.0,1.0,0.0,4.592362084877231e-31,0.0,0.0,3.323340423838538e-36,0.0,3
143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.551973626855632e-34,4
144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
145,0.0,0.0,0.0,4.574148618055308e-29,0.0,1.0,0.0,0.0,0.0,4.111765063619566e-38,5
146,0.0,0.0,1.937623358113033e-35,0.0,0.0,6.910050994826905e-20,2.330204306425991e-28,0.0,1.0,2.4720017308315016e-32,8
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
150,4.638904642057926e-28,1.605419993234404e-29,1.4324765433575046e-24,1.4492415004112724e-30,1.3109871791157156e-34,5.656094429504129e-32,1.1687528437005477e-30,7.685002968747976e-33,1.0,1.1097967239132863e-20,8
151,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8154757672702174e-38,4
152,0.0,0.0,0.0,1.0,0.0,3.8138602204918245e-38,0.0,0.0,0.0,0.0,3
153,0.0,0.0,0.0,5.245607843132012e-29,0.0,1.0,0.0,0.0,0.0,0.0,5
154,0.0,0.0,0.0,0.0,0.0,4.0337441282422746e-38,1.0,0.0,0.0,0.0,6
155,0.0,0.0,0.0,1.105305842512283e-12,0.0,1.0,0.0,0.0,2.7555154526427615e-35,3.840669458227248e-21,5
156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
158,0.0,0.0,0.0,3.116010436384312e-25,1.0461309966241469e-35,1.0,0.0,1.275226551706164e-34,8.807386401282293e-37,2.5322524025567228e-12,5
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
164,0.0,0.0,0.0,0.0,0.0,1.0,2.7756344432253403e-27,0.0,0.0,0.0,5
165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
166,0.0,0.0,1.0,3.4427528780274844e-14,0.0,4.965376673031357e-38,0.0,3.294375199654287e-27,1.2212682262141245e-23,0.0,2
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.732911271815008e-34,7
168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
173,0.0,2.312620931960425e-25,5.68657286061487e-26,1.946957055481729e-22,1.6787267718856167e-23,4.0517166576995597e-35,2.5538350173048274e-36,3.924378854900429e-27,1.0,4.086869119541975e-16,8
174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
177,0.0,0.0,6.10905284043232e-24,1.7666410763078833e-38,0.0,0.0,0.0,1.0,0.0,0.0,7
178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7964219889831314e-29,0.0,6.626728639083198e-34,4
179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7969034233209796e-27,4
182,1.0862671364270895e-25,2.697372119192134e-17,2.2869859082680008e-14,2.5854426709128887e-17,7.814622446405182e-36,5.075000331713448e-34,1.3093362504543708e-29,9.302563020949819e-29,1.0,1.8068082884319687e-27,8
183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
186,0.0,0.0,0.0,0.0,3.7464613036978228e-31,0.0,0.0,9.170466645793113e-30,1.410942805717237e-36,1.0,9
187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,1.8421787269560326e-33,1.0,0.0,0.0,0.0,6
190,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0146069812641156e-30,4
194,0.0,0.0,6.374753967618892e-28,0.0,3.6345447575936855e-18,0.0,0.0,0.0,8.167765002444582e-18,1.0,9
195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197,0.0,0.0,0.0,0.0,1.5370551255908066e-27,0.0,0.0,0.0,0.0,1.0,9
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
199,2.992080986190385e-32,0.0,0.0,0.0,0.0,1.3573563452935406e-36,1.0,0.0,0.0,0.0,6
200,0.0,0.0,0.0,0.0,6.483910230096136e-30,0.0,0.0,0.0,0.0,1.0,9
201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
202,0.0,0.0,0.0,0.0,1.900462906296445e-30,0.0,0.0,0.0,0.0,1.0,9
203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,0.0,2.0207891529548215e-36,0.0,0.0,2.5877944596163874e-22,0.0,0.0,9.405776913491245e-25,0.0,1.0,9
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.250405470401352e-32,0.0,1.0,9
206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
207,0.0,0.0,0.0,3.228119896967862e-26,0.0,6.661747742358592e-29,0.0,0.0,1.0,0.0,8
208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6427882765049148e-33,4
209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
210,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
211,1.0,0.0,1.0061464673152899e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
212,0.0,0.0,0.0,3.2564714592938918e-24,5.747021176370177e-27,0.0,0.0,1.7196006530565572e-21,1.4983683707664472e-38,1.0,9
213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
215,0.0,0.0,4.653615376455642e-28,1.0,0.0,2.155865977192744e-22,0.0,8.43679007297001e-24,3.999730271959122e-22,0.0,3
216,2.568587887537239e-36,0.0,1.0,1.3298568894260117e-32,0.0,0.0,0.0,4.22944183979532e-30,7.807930290485216e-33,0.0,2
217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
218,0.0,0.0,0.0,0.0,0.0,1.7554947245879247e-32,1.0,0.0,0.0,0.0,6
219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8679561836786803e-26,4
221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224,1.219909234324264e-37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.487021903772721e-32,0.0,2
225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
226,1.0,2.6349118064294616e-14,2.9738856939510555e-17,1.4470995841944696e-28,3.1189738351373466e-16,1.4494069577762222e-23,1.8127565980008463e-15,1.4333018890795921e-24,1.16452225466801e-12,3.3353908590399387e-15,0
227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3475918665704552e-33,4.2587129656844675e-30,1.1969948688753909e-21,4
228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
230,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
234,0.0,1.0,2.117214834018685e-33,0.0,1.7379533137472423e-29,0.0,0.0,0.0,1.690043613541816e-36,9.948276649276176e-34,1
235,0.0,0.0,3.81945401097428e-29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
238,0.0,0.0,6.539389035896421e-19,1.0,0.0,6.833666288104432e-27,0.0,0.0,7.832041442862108e-31,0.0,3
239,0.0,0.0,1.7870852912613298e-29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
241,0.0,0.0,2.1659116711482153e-32,2.065851424688513e-33,0.0,1.0799483418871066e-35,0.0,0.0,1.0,0.0,8
242,0.0,0.0,0.0,0.0,0.0,1.1411898257138438e-32,1.0,0.0,0.0,0.0,6
243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
244,0.0,0.0,9.230944908555349e-29,1.788568470376859e-33,0.0,8.131679654864112e-31,0.0,0.0,1.0,0.0,8
245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
247,0.0,9.737158021710752e-37,0.0,0.0,0.9999938011169434,0.0,3.3675366560096916e-30,6.543898214939109e-24,7.371063913090647e-26,6.201039013831178e-06,4
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
249,0.0,2.042555734783306e-32,1.4841686263243745e-24,1.0,0.0,1.4945625628558133e-28,0.0,5.06782426292653e-26,5.118534397654167e-33,1.348540551862022e-22,3
250,4.1991195757873356e-05,1.5575537900147883e-20,1.019775379617672e-27,1.5297106510665282e-24,7.386278777507173e-19,0.9999580383300781,4.121139193791201e-12,5.079560565695859e-23,8.083033604177061e-23,2.2850898753003985e-21,5
251,0.0,0.0,0.0,0.0,7.452139708922319e-26,0.0,0.0,1.410146419773992e-36,0.0,1.0,9
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
254,0.0,0.0,0.0,1.0,0.0,2.0859219101556214e-29,0.0,8.924245524181288e-27,0.0,1.5549534552004483e-35,3
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.760235292158402e-31,8
